sku;categories;enabled;family;groups;brand;care_instructions;collection;color;composition;description-de_DE-ecommerce;description-en_US-ecommerce;description-fr_FR-ecommerce;EAN;erp_name-de_DE;erp_name-en_US;erp_name-fr_FR;eu_shoes_size;image_1;keywords-de_DE;keywords-en_US;keywords-fr_FR;meta_description-de_DE;meta_description-en_US;meta_description-fr_FR;meta_title-de_DE;meta_title-en_US;meta_title-fr_FR;name-de_DE;name-en_US;name-fr_FR;notice;price-EUR;price-USD;size;sole_composition;supplier;top_composition;variation_image;variation_name-de_DE;variation_name-en_US;variation_name-fr_FR;wash_temperature;weight;weight-unit
371622;master_men_shoes;1;shoes;;;;;blue;;;;;;;;;42;;;;;;;;;;;;Running shoes Brooks;;;;;;;;;files/running-shoe.jpg;;Running shoes Brooks blue 42;;;;
371621;master_men_shoes;1;shoes;;;;;blue;;;;;;;;;43;;;;;;;;;;;;Running shoes Brooks;;;;;;;;;files/running-shoe.jpg;;Running shoes Brooks blue 43;;;;
1842328;master_men_shoes,master_women_shoes;1;shoes;;;;;black;;;;;;;;;400;;;;;;;;;;;;Converse;;;;;;;;;files/feet.jpg;;Converse black 40;;;;
1842327;master_men_shoes,master_women_shoes;1;shoes;;;;;black;;;;;;;;;390;;;;;;;;;;;;Converse;;;;;;;;;files/feet.jpg;;Converse black 39;;;;
932667;master_men_shoes,master_women_shoes;1;shoes;;;;;red;;;;;;;;;400;;;;;;;;;;;;Converse ;;;;;;;;;files/converse.jpg;;Converse red 40;;;;
932666;master_men_shoes,master_women_shoes;1;shoes;;;;;red;;;;;;;;;390;;;;;;;;;;;;Converse ;;;;;;;;;files/converse.jpg;;Converse red 39;;;;
ares_1;master_men_blazers_deals,print_clothing,supplier_mongo;1;clothing;;;;;orange;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Ares - Orange;;;800;GRAM
1058419;master_men_shoes;1;shoes;;;;;black;;;;;;;;;42;;;;;;;;;;;;Elegance;;;;;;;;;files/black-shoes.jpg;;Elegance 42;;;;
1058420;master_men_shoes;1;shoes;;;;;black;;;;;;;;;43;;;;;;;;;;;;Elegance;;;;;;;;;files/black-shoes.jpg;;Elegance 43;;;;
1058421;master_men_shoes;1;shoes;;;;;black;;;;;;;;;44;;;;;;;;;;;;Elegance;;;;;;;;;files/black-shoes.jpg;;Elegance 44;;;;
361406;master_women_shoes;1;shoes;;;;summer_2017;red;;;;;;;;;360;;;;;;;;;;;;Stock;;;;;;;;;files/red-shoes.jpg;;Stock 36;;;;
361407;master_women_shoes;1;shoes;;;;;red;;;;;;;;;370;;;;;;;;;;;;Stock;;;;;;;;;files/red-shoes.jpg;;Stock 37;;;;
ares_5;master_men_blazers_deals,print_clothing,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Ares - Pink;;;800;GRAM
ares_6;master_men_blazers_deals,print_clothing,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Ares - Pink;;;800;GRAM
amor_0;master_men_blazers,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Amor - Red;;;900;GRAM
ares_7;master_men_blazers_deals,print_clothing,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Ares - Pink;;;800;GRAM
ares_8;master_men_blazers_deals,print_clothing,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Ares - Pink;;;;
ares_9;master_men_blazers_deals,print_clothing,supplier_mongo;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Ares - Yellow;;;800;GRAM
ares_10;master_men_blazers_deals,print_clothing,supplier_mongo;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Ares - Yellow;;;800;GRAM
ares_11;master_men_blazers_deals,print_clothing,supplier_mongo;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Ares - Yellow;;;800;GRAM
ares_12;master_men_blazers_deals,print_clothing,supplier_mongo;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Ares - Yellow;;;600;GRAM
artemis_3;master_women_blouses,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Artemis - Blue;;;800;GRAM
artemis_4;master_women_blouses,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Artemis - Blue;;;;
artemis_5;master_women_blouses,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Artemis - Blue;;;800;GRAM
artemis_0;master_women_blouses,print_clothing,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Artemis - Red;;;900;GRAM
amor_1;master_men_blazers,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Amor - Red;;;900;GRAM
artemis_1;master_women_blouses,print_clothing,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Artemis - Red;;;900;GRAM
artemis_2;master_women_blouses,print_clothing,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Artemis - Red;;;800;GRAM
athena_3;master_women_dresses,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Athena - Blue;;;800;GRAM
athena_4;master_women_dresses,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Athena - Blue;;;800;GRAM
athena_5;master_women_dresses,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Athena - Blue;;;;
athena_6;master_women_dresses,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Athena - Blue;;;800;GRAM
athena_7;master_women_dresses,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Athena - Blue;;;600;GRAM
athena_8;master_women_dresses,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Athena - Pink;;;800;GRAM
athena_9;master_women_dresses,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Athena - Pink;;;800;GRAM
athena_10;master_women_dresses,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Athena - Pink;;;800;GRAM
amor_2;master_men_blazers,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Amor - Red;;;800;GRAM
athena_11;master_women_dresses,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Athena - Pink;;;;
athena_12;master_women_dresses,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Athena - Pink;;;;
athena_0;master_women_dresses,supplier_mongo;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Athena - Red;;;900;GRAM
athena_1;master_women_dresses,supplier_mongo;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Athena - Red;;;900;GRAM
athena_2;master_women_dresses,supplier_mongo;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Athena - Red;;;800;GRAM
aurora_2;master_women_blouses,print_clothing,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Aurora - Blue;;;800;GRAM
aurora_3;master_women_blouses,print_clothing,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Aurora - Blue;;;800;GRAM
aurora_4;master_women_blouses,print_clothing,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Aurora - Blue;;;;
aurora_5;master_women_blouses,print_clothing,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Aurora - Pink;;;800;GRAM
aurora_6;master_women_blouses,print_clothing,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Aurora - Pink;;;800;GRAM
aphrodite_3;master_women_blouses,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Aphrodite - Blue;;;800;GRAM
aurora_7;master_women_blouses,print_clothing,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Aurora - Pink;;;800;GRAM
aurora_8;master_women_blouses,print_clothing,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Aurora - Pink;;;600;GRAM
aurora_0;master_women_blouses,print_clothing,supplier_mongo;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Aurora - Red;;;900;GRAM
aurora_1;master_women_blouses,print_clothing,supplier_mongo;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Aurora - Red;;;800;GRAM
aurora_9;master_women_blouses,print_clothing,supplier_mongo;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Aurora - Yellow;;;800;GRAM
aurora_10;master_women_blouses,print_clothing,supplier_mongo;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Aurora - Yellow;;;800;GRAM
aurora_11;master_women_blouses,print_clothing,supplier_mongo;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Aurora - Yellow;;;800;GRAM
aurora_12;master_women_blouses,print_clothing,supplier_mongo;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Aurora - Yellow;;;600;GRAM
bacchus_2;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Bacchus - Blue;;;800;GRAM
bacchus_3;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Bacchus - Blue;;;800;GRAM
aphrodite_4;master_women_blouses,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Aphrodite - Blue;;;800;GRAM
bacchus_4;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Bacchus - Blue;;;800;GRAM
bacchus_0;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;orange;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Bacchus - Orange;;;900;GRAM
bacchus_1;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;orange;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Bacchus - Orange;;;800;GRAM
bacchus_5;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Bacchus - Pink;;;800;GRAM
bacchus_6;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Bacchus - Pink;;;800;GRAM
bacchus_7;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Bacchus - Pink;;;800;GRAM
bacchus_8;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Bacchus - Pink;;;;
bacchus_9;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Bacchus - Yellow;;;800;GRAM
bacchus_10;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Bacchus - Yellow;;;800;GRAM
bacchus_11;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Bacchus - Yellow;;;800;GRAM
aphrodite_5;master_women_blouses,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Aphrodite - Blue;;;;
bacchus_12;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Bacchus - Yellow;;;600;GRAM
brogueshoe_0;master_men_shoes,supplier_abibas;1;shoes;;;;;brown;;;;;;;;;410;;;;;;;;;;;;;;;;;;;;;;;Brogue shoe - Brown;;;900;GRAM
brogueshoe_1;master_men_shoes,supplier_abibas;1;shoes;;;;;brown;;;;;;;;;400;;;;;;;;;;;;;;;;;;;;;;;Brogue shoe - Brown;;;900;GRAM
brogueshoe_2;master_men_shoes,supplier_abibas;1;shoes;;;;;brown;;;;;;;;;390;;;;;;;;;;;;;;;;;;;;;;;Brogue shoe - Brown;;;800;GRAM
brogueshoe_3;master_men_shoes,supplier_abibas;1;shoes;;;;;brown;;;;;;;;;380;;;;;;;;;;;;;;;;;;;;;;;Brogue shoe - Brown;;;800;GRAM
caelus_3;master_men_blazers_deals,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Caelus - Blue;;;800;GRAM
caelus_4;master_men_blazers_deals,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Caelus - Blue;;;;
caelus_5;master_men_blazers_deals,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Caelus - Blue;;;800;GRAM
caelus_0;master_men_blazers_deals,supplier_mongo;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Caelus - Red;;;900;GRAM
caelus_1;master_men_blazers_deals,supplier_mongo;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Caelus - Red;;;900;GRAM
